,y_true,y_pred,precision,coverage,a0,a1,a2,a3,a4,a5,a6
150,1,19,0.954983922829582,0.0155,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,temperature <= 25.60,ph > 6.43,humidity > 60.26
151,1,1,0.5193992490613266,0.0135,N > 37.00,20.00 < K <= 32.00,humidity <= 80.47,64.55 < rainfall <= 124.27,28.00 < P <= 68.00,22.77 < temperature <= 28.56,ph > 5.97
152,1,1,0.570566037735849,0.002,N > 84.25,20.00 < K <= 32.00,P > 51.00,humidity > 60.26,temperature <= 22.77,rainfall <= 124.27,
153,1,1,0.6813074565883555,0.0017,37.00 < N <= 84.25,K <= 20.00,64.55 < rainfall <= 94.87,28.00 < P <= 51.00,60.26 < humidity <= 80.47,temperature <= 22.77,6.43 < ph <= 6.92
154,1,1,0.9516728624535316,0.0004,N > 84.25,K <= 20.00,51.00 < P <= 68.00,94.87 < rainfall <= 124.27,60.26 < humidity <= 80.47,ph <= 6.43,
155,1,1,0.8923933209647495,0.0003,N > 84.25,20.00 < K <= 32.00,temperature <= 22.77,60.26 < humidity <= 80.47,ph <= 5.97,94.87 < rainfall <= 124.27,28.00 < P <= 68.00
156,1,1,0.758590308370044,0.0039,K <= 32.00,N > 37.00,ph <= 5.97,60.26 < humidity <= 80.47,28.00 < P <= 68.00,94.87 < rainfall <= 124.27,temperature <= 25.60
157,1,1,0.674110835401158,0.0039,N > 37.00,K <= 20.00,51.00 < P <= 68.00,94.87 < rainfall <= 124.27,22.77 < temperature <= 28.56,humidity <= 89.95,
158,1,1,0.7110438729198184,0.0023,K <= 32.00,37.00 < N <= 84.25,60.26 < humidity <= 80.47,temperature <= 22.77,64.55 < rainfall <= 94.87,28.00 < P <= 51.00,ph > 6.43
159,1,1,0.6717737183264585,0.0132,K <= 32.00,N > 37.00,64.55 < rainfall <= 124.27,28.00 < P <= 68.00,60.26 < humidity <= 80.47,temperature <= 22.77,ph <= 6.43
160,1,1,0.5117986366019927,0.0138,N > 37.00,K <= 20.00,humidity <= 80.47,64.55 < rainfall <= 124.27,28.00 < P <= 68.00,22.77 < temperature <= 25.60,ph <= 6.92
161,1,1,0.7047031611410949,0.0009,N > 37.00,20.00 < K <= 32.00,temperature <= 22.77,64.55 < rainfall <= 124.27,51.00 < P <= 68.00,60.26 < humidity <= 80.47,ph <= 5.97
162,1,1,0.6759603469640645,0.0042,20.00 < K <= 32.00,N > 37.00,ph <= 5.97,64.55 < rainfall <= 124.27,28.00 < P <= 68.00,60.26 < humidity <= 80.47,temperature <= 25.60
163,1,1,0.7690892364305428,0.0003,N > 84.25,20.00 < K <= 32.00,60.26 < humidity <= 80.47,64.55 < rainfall <= 124.27,28.00 < P <= 68.00,25.60 < temperature <= 28.56,ph <= 5.97
164,1,1,0.6735751295336787,0.0207,N > 37.00,K <= 32.00,28.00 < P <= 68.00,64.55 < rainfall <= 124.27,60.26 < humidity <= 80.47,ph <= 6.92,temperature <= 22.77
165,1,1,0.6913767019667171,0.0043,N > 37.00,K <= 20.00,51.00 < P <= 68.00,94.87 < rainfall <= 124.27,humidity <= 89.95,5.97 < ph <= 6.92,temperature <= 28.56
166,1,1,0.7161066048667439,0.0002,20.00 < K <= 32.00,37.00 < N <= 84.25,5.97 < ph <= 6.43,28.00 < P <= 51.00,64.55 < rainfall <= 94.87,60.26 < humidity <= 80.47,temperature <= 22.77
167,1,1,0.790929203539823,0.0067,N > 37.00,20.00 < K <= 32.00,94.87 < rainfall <= 124.27,28.00 < P <= 68.00,60.26 < humidity <= 89.95,22.77 < temperature <= 28.56,
168,1,1,0.5621428571428572,0.0015,37.00 < N <= 84.25,20.00 < K <= 32.00,temperature <= 22.77,64.55 < rainfall <= 94.87,28.00 < P <= 51.00,ph <= 6.43,humidity <= 80.47
169,1,1,0.830110497237569,0.0009,N > 84.25,20.00 < K <= 32.00,51.00 < P <= 68.00,60.26 < humidity <= 80.47,64.55 < rainfall <= 124.27,25.60 < temperature <= 28.56,ph > 6.92
170,1,19,0.948220064724919,0.0022,N > 84.25,K <= 20.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,temperature <= 22.77,ph <= 6.43
171,1,1,0.7442502299908004,0.005,K <= 20.00,N > 37.00,94.87 < rainfall <= 124.27,28.00 < P <= 68.00,60.26 < humidity <= 80.47,5.97 < ph <= 6.92,temperature <= 28.56
172,1,19,0.8181818181818182,0.0131,N > 84.25,K <= 20.00,P <= 51.00,rainfall <= 94.87,temperature <= 28.56,ph <= 6.92,
173,1,1,0.9067961165048544,0.0011,N > 84.25,K <= 20.00,94.87 < rainfall <= 124.27,28.00 < P <= 68.00,60.26 < humidity <= 80.47,ph <= 5.97,temperature <= 25.60
174,1,1,0.3864343497199751,0.0149,K <= 32.00,37.00 < N <= 84.25,rainfall <= 124.27,28.00 < P <= 51.00,temperature <= 25.60,humidity <= 80.47,
175,1,1,0.7224622030237581,0.0051,64.55 < rainfall <= 124.27,N > 37.00,K <= 32.00,51.00 < P <= 68.00,60.26 < humidity <= 80.47,ph <= 6.43,22.77 < temperature <= 28.56
176,1,1,0.7252475247524752,0.0001,20.00 < K <= 32.00,37.00 < N <= 84.25,64.55 < rainfall <= 94.87,6.43 < ph <= 6.92,28.00 < P <= 51.00,60.26 < humidity <= 80.47,temperature <= 22.77
177,1,1,0.7545620437956204,0.0037,K <= 32.00,N > 37.00,ph <= 5.97,94.87 < rainfall <= 124.27,28.00 < P <= 68.00,60.26 < humidity <= 89.95,temperature <= 28.56
178,1,1,0.7472118959107806,0.0031,20.00 < K <= 32.00,37.00 < N <= 84.25,64.55 < rainfall <= 124.27,ph <= 5.97,28.00 < P <= 68.00,60.26 < humidity <= 80.47,temperature <= 28.56
179,1,19,0.8850931677018633,0.0304,N > 84.25,K <= 32.00,rainfall <= 94.87,P <= 51.00,humidity > 60.26,temperature <= 25.60,ph > 5.97
180,1,1,0.9759615384615384,0.0007,K <= 32.00,N > 84.25,51.00 < P <= 68.00,94.87 < rainfall <= 124.27,temperature > 25.60,60.26 < humidity <= 80.47,
181,1,1,0.783987915407855,0.0068,K <= 32.00,N > 37.00,94.87 < rainfall <= 124.27,28.00 < P <= 68.00,60.26 < humidity <= 80.47,22.77 < temperature <= 28.56,5.97 < ph <= 6.92
182,1,1,0.729616724738676,0.0025,20.00 < K <= 32.00,N > 37.00,51.00 < P <= 68.00,ph <= 6.43,64.55 < rainfall <= 124.27,60.26 < humidity <= 80.47,temperature <= 22.77
183,1,1,0.58298755186722,0.0032,K <= 32.00,N > 37.00,ph <= 5.97,51.00 < P <= 68.00,64.55 < rainfall <= 124.27,22.77 < temperature <= 25.60,
184,1,1,0.7589473684210526,0.0027,K <= 32.00,N > 37.00,51.00 < P <= 68.00,94.87 < rainfall <= 124.27,22.77 < temperature <= 28.56,ph > 5.97,humidity <= 89.95
185,1,19,0.9679144385026738,0.0028,N > 84.25,K <= 20.00,rainfall <= 64.55,P <= 51.00,,,
186,1,1,0.8524173027989822,0.0012,20.00 < K <= 32.00,N > 37.00,51.00 < P <= 68.00,94.87 < rainfall <= 124.27,60.26 < humidity <= 80.47,22.77 < temperature <= 28.56,
187,1,1,0.6755952380952381,0.0015,37.00 < N <= 84.25,20.00 < K <= 32.00,temperature <= 25.60,64.55 < rainfall <= 94.87,60.26 < humidity <= 80.47,28.00 < P <= 51.00,ph > 5.97
188,1,1,0.554140127388535,0.0143,37.00 < N <= 84.25,K <= 20.00,28.00 < P <= 68.00,60.26 < humidity <= 80.47,rainfall <= 124.27,temperature <= 25.60,
189,1,1,0.7681365576102418,0.0013,N > 84.25,20.00 < K <= 32.00,temperature <= 22.77,64.55 < rainfall <= 124.27,P > 51.00,humidity > 60.26,
190,1,1,0.8102493074792244,0.0026,K <= 32.00,N > 37.00,51.00 < P <= 68.00,94.87 < rainfall <= 124.27,60.26 < humidity <= 80.47,temperature <= 28.56,5.97 < ph <= 6.92
191,1,1,0.7404103479036575,0.0028,N > 84.25,K <= 20.00,51.00 < P <= 68.00,64.55 < rainfall <= 124.27,60.26 < humidity <= 80.47,ph <= 6.43,
192,1,1,0.6365131578947368,0.007,37.00 < N <= 84.25,K <= 20.00,28.00 < P <= 68.00,64.55 < rainfall <= 124.27,ph <= 6.43,60.26 < humidity <= 80.47,temperature <= 28.56
193,1,1,0.7345276872964169,0.0097,N > 84.25,20.00 < K <= 32.00,64.55 < rainfall <= 124.27,28.00 < P <= 68.00,60.26 < humidity <= 80.47,ph <= 6.92,
194,1,1,0.5990502035278155,0.0041,N > 37.00,20.00 < K <= 32.00,humidity <= 80.47,64.55 < rainfall <= 124.27,51.00 < P <= 68.00,22.77 < temperature <= 28.56,5.97 < ph <= 6.92
195,1,1,0.8318122555410691,0.0021,N > 84.25,20.00 < K <= 32.00,51.00 < P <= 68.00,64.55 < rainfall <= 124.27,60.26 < humidity <= 80.47,ph <= 6.43,
196,1,1,0.6816753926701571,0.0173,37.00 < N <= 84.25,K <= 32.00,temperature <= 25.60,64.55 < rainfall <= 124.27,60.26 < humidity <= 80.47,28.00 < P <= 68.00,
197,1,1,0.7000871839581517,0.0018,K <= 32.00,N > 37.00,51.00 < P <= 68.00,5.97 < ph <= 6.43,64.55 < rainfall <= 124.27,60.26 < humidity <= 80.47,temperature <= 22.77
198,1,1,0.6284032376747608,0.0029,20.00 < K <= 32.00,N > 37.00,51.00 < P <= 68.00,5.97 < ph <= 6.43,64.55 < rainfall <= 124.27,temperature <= 28.56,humidity <= 89.95
199,1,1,0.774384236453202,0.0014,N > 37.00,K <= 20.00,51.00 < P <= 68.00,94.87 < rainfall <= 124.27,22.77 < temperature <= 28.56,60.26 < humidity <= 80.47,ph <= 6.92
200,2,2,1,0.0273,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 25.60,,,
201,2,2,0.6568047337278107,0.0382,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 51.00,64.55 < rainfall <= 94.87,ph > 6.43
202,2,2,0.6562731997030438,0.0152,humidity <= 60.26,K > 49.00,N > 37.00,temperature <= 22.77,28.00 < P <= 68.00,64.55 < rainfall <= 94.87,ph > 5.97
203,2,2,0.7054409005628518,0.0415,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 51.00,64.55 < rainfall <= 94.87,ph > 5.97
204,2,2,0.6106382978723405,0.0316,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,ph > 6.92,
205,2,2,0.6943907156673114,0.046,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,rainfall <= 94.87,,
206,2,2,0.7782608695652173,0.0225,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,temperature <= 22.77,
207,2,2,1,0.0285,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 22.77,,,
208,2,2,0.8590163934426229,0.0149,humidity <= 60.26,K > 49.00,N > 37.00,P > 28.00,64.55 < rainfall <= 94.87,ph > 6.92,temperature <= 22.77
209,2,2,0.6699186991869919,0.0383,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 51.00,64.55 < rainfall <= 94.87,ph > 6.43
210,2,2,0.7255689424364123,0.0153,humidity <= 60.26,K > 49.00,ph > 6.92,N > 37.00,temperature <= 22.77,P > 28.00,64.55 < rainfall <= 94.87
211,2,2,0.6721664275466284,0.018,humidity <= 60.26,K > 49.00,ph > 6.92,N > 37.00,temperature <= 22.77,P > 51.00,rainfall <= 94.87
212,2,2,0.7144469525959368,0.0218,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,temperature <= 28.56,ph > 6.43
213,2,2,0.6191489361702127,0.0428,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,ph > 5.97,64.55 < rainfall <= 94.87
214,2,2,0.54477050413845,0.0414,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 51.00,64.55 < rainfall <= 94.87,ph > 5.97
215,2,2,0.6263736263736264,0.0407,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,64.55 < rainfall <= 94.87,ph > 6.43,
216,2,2,0.6564625850340136,0.018,humidity <= 60.26,K > 49.00,ph > 6.92,N > 37.00,temperature <= 22.77,64.55 < rainfall <= 124.27,P > 51.00
217,2,2,0.7836538461538461,0.0205,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,temperature <= 22.77,ph > 6.43
218,2,2,0.6246418338108882,0.0289,humidity <= 60.26,K > 49.00,ph > 6.92,N > 21.00,temperature <= 22.77,rainfall <= 94.87,
219,2,2,0.6007292616226071,0.0444,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,64.55 < rainfall <= 94.87,ph > 5.97
220,2,2,0.6311239193083573,0.0271,humidity <= 60.26,K > 49.00,ph > 6.92,N > 21.00,temperature <= 22.77,rainfall <= 94.87,
221,2,2,0.7818181818181819,0.0286,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,64.55 < rainfall <= 94.87,ph > 6.92
222,2,2,0.875,0.0304,humidity <= 60.26,K > 49.00,ph > 6.92,,,,
223,2,2,0.707641196013289,0.0239,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,ph > 5.97,temperature <= 25.60
224,2,2,0.7133550488599348,0.0236,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,rainfall <= 124.27,temperature <= 25.60,
225,2,2,0.6614583333333334,0.021,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,28.00 < P <= 68.00,64.55 < rainfall <= 94.87,ph > 5.97
226,2,2,0.6265182186234818,0.0426,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,64.55 < rainfall <= 94.87,ph > 5.97
227,2,2,1,0.0316,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 25.60,,,
228,2,2,0.6931124673060157,0.0095,humidity <= 60.26,K > 49.00,N > 37.00,P > 68.00,rainfall <= 124.27,temperature <= 25.60,
229,2,2,0.6722129783693843,0.0229,humidity <= 60.26,K > 49.00,N > 37.00,temperature <= 22.77,P > 28.00,64.55 < rainfall <= 94.87,ph > 5.97
230,2,2,0.6751918158567775,0.0424,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,64.55 < rainfall <= 94.87,ph > 5.97
231,2,2,0.7860696517412935,0.0215,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,ph > 5.97,temperature <= 22.77
232,2,2,1,0.0295,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 25.60,,,
233,2,2,0.5212207916070577,0.0323,humidity <= 60.26,K > 49.00,ph > 6.92,N > 21.00,temperature <= 22.77,64.55 < rainfall <= 94.87,
234,2,2,0.6043276661514683,0.0277,humidity <= 60.26,K > 49.00,ph > 6.92,N > 21.00,temperature <= 22.77,rainfall <= 94.87,
235,2,2,0.6855791962174941,0.0215,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,51.00 < P <= 68.00,64.55 < rainfall <= 94.87,ph > 5.97
236,2,2,0.8165829145728644,0.02,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,ph > 6.43,temperature <= 22.77
237,2,2,0.7161125319693095,0.0218,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,temperature <= 28.56,ph > 5.97
238,2,2,0.7291479820627803,0.0179,humidity <= 60.26,K > 49.00,ph > 6.92,N > 37.00,temperature <= 25.60,P > 51.00,rainfall <= 124.27
239,2,2,0.7047713717693836,0.0271,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,rainfall <= 94.87,temperature <= 25.60,
240,2,2,0.7200736648250461,0.0077,humidity <= 60.26,K > 49.00,N > 37.00,51.00 < P <= 68.00,64.55 < rainfall <= 124.27,ph > 6.92,temperature <= 28.56
241,2,2,1,0.0272,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 25.60,,,
242,2,2,0.9010989010989011,0.0318,humidity <= 60.26,K > 49.00,ph > 6.92,,,,
243,2,2,1,0.0302,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 22.77,,,
244,2,2,0.6361581920903955,0.0452,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,64.55 < rainfall <= 94.87,ph > 5.97
245,2,2,0.6518046709129511,0.0276,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,ph > 6.92,
246,2,2,0.6819505094614265,0.0172,humidity <= 60.26,K > 49.00,ph > 6.92,N > 37.00,temperature <= 22.77,P > 51.00,rainfall <= 94.87
247,2,2,0.7333333333333333,0.0463,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,rainfall <= 94.87,,
248,2,2,0.6776978417266187,0.0212,humidity <= 60.26,K > 49.00,N > 37.00,temperature <= 22.77,64.55 < rainfall <= 124.27,P > 51.00,
249,2,2,0.7172131147540983,0.0211,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,temperature <= 25.60,ph > 6.43
250,2,2,0.7489597780859917,0.0178,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,ph > 6.92,temperature <= 28.56
251,2,2,0.8005050505050505,0.018,K > 49.00,humidity <= 60.26,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,ph > 6.92,temperature <= 22.77
252,2,2,0.58125,0.0464,humidity <= 60.26,K > 49.00,N > 21.00,P > 51.00,temperature <= 28.56,rainfall <= 94.87,ph > 5.97
253,2,2,0.769620253164557,0.0298,K > 49.00,humidity <= 60.26,N > 21.00,P > 51.00,64.55 < rainfall <= 94.87,temperature <= 25.60,ph > 6.92
254,2,2,0.6270967741935484,0.0457,humidity <= 60.26,K > 49.00,P > 28.00,temperature <= 25.60,64.55 < rainfall <= 94.87,ph > 5.97,
255,2,2,0.7621951219512195,0.0183,humidity <= 60.26,K > 49.00,ph > 6.92,N > 37.00,temperature <= 22.77,64.55 < rainfall <= 94.87,
256,2,2,0.7015177065767285,0.0388,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,64.55 < rainfall <= 94.87,ph > 6.43
257,2,2,0.7208333333333333,0.002,humidity <= 60.26,K > 49.00,N > 37.00,P > 68.00,rainfall <= 94.87,5.97 < ph <= 6.92,temperature <= 28.56
258,2,2,0.8787878787878788,0.0291,humidity <= 60.26,K > 49.00,ph > 6.92,,,,
259,2,2,1,0.0309,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 25.60,,,
260,2,2,0.7652671755725191,0.047,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,ph > 5.97,64.55 < rainfall <= 94.87
261,2,2,1,0.0282,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 25.60,,,
262,2,2,0.8406593406593407,0.0222,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,rainfall <= 94.87,temperature <= 22.77,ph > 6.43
263,2,2,0.6164994425863991,0.0433,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 51.00,64.55 < rainfall <= 94.87,ph > 5.97
264,2,2,0.7130600571973308,0.0069,humidity <= 60.26,K > 49.00,N > 37.00,P > 68.00,rainfall <= 94.87,ph > 6.92,temperature <= 28.56
265,2,2,0.525987525987526,0.0308,humidity <= 60.26,K > 49.00,ph > 6.92,N > 21.00,temperature <= 22.77,64.55 < rainfall <= 94.87,P > 51.00
266,2,2,0.7098919368246052,0.0248,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,temperature <= 28.56,
267,2,2,0.7040816326530612,0.0234,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 124.27,temperature <= 25.60,
268,2,2,0.7212837837837838,0.0249,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,ph > 5.97,temperature <= 28.56
269,2,2,0.9111111111111111,0.0292,humidity <= 60.26,K > 49.00,ph > 6.92,,,,
270,2,2,0.88,0.0288,humidity <= 60.26,K > 49.00,ph > 6.92,,,,
271,2,2,1,0.0277,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 25.60,,,
272,2,2,1,0.0292,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 25.60,,,
273,2,2,0.5565395095367848,0.0137,humidity <= 60.26,K > 49.00,N > 21.00,P > 68.00,rainfall <= 94.87,ph > 6.92,temperature <= 28.56
274,2,2,0.658774373259053,0.0162,humidity <= 60.26,K > 49.00,ph > 6.92,N > 37.00,temperature <= 22.77,64.55 < rainfall <= 124.27,P > 51.00
275,2,2,0.5964325529542921,0.0425,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 51.00,64.55 < rainfall <= 94.87,ph > 5.97
276,2,2,0.694300518134715,0.0421,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 51.00,64.55 < rainfall <= 94.87,ph > 5.97
277,2,2,1,0.031,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 22.77,,,
278,2,2,0.716566866267465,0.0302,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,64.55 < rainfall <= 94.87,ph > 6.92
279,2,2,0.7246777163904236,0.0078,humidity <= 60.26,K > 49.00,N > 37.00,P > 68.00,rainfall <= 94.87,ph > 6.43,temperature <= 28.56
280,2,2,0.717741935483871,0.025,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,temperature <= 22.77,,
281,2,2,0.7091222030981067,0.0219,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,temperature <= 28.56,ph > 5.97
282,2,2,0.5445356917245736,0.0283,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,ph > 6.92,64.55 < rainfall <= 94.87
283,2,2,0.7082228116710876,0.0063,humidity <= 60.26,K > 49.00,ph > 6.92,N > 37.00,P > 68.00,rainfall <= 124.27,temperature <= 28.56
284,2,2,0.7250554323725056,0.0179,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,ph > 6.43,temperature <= 28.56
285,2,2,0.6738703339882122,0.0275,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,ph > 6.92,64.55 < rainfall <= 94.87
286,2,2,0.6148936170212767,0.0409,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,64.55 < rainfall <= 94.87,ph > 5.97
287,2,2,1,0.031,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 22.77,,,
288,2,2,0.7245841035120147,0.0229,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,ph > 5.97,temperature <= 28.56
289,2,2,0.6858974358974359,0.031,humidity <= 60.26,K > 49.00,N > 21.00,temperature <= 22.77,P > 28.00,64.55 < rainfall <= 94.87,ph > 6.92
290,2,2,0.6860986547085202,0.0241,humidity <= 60.26,K > 49.00,N > 37.00,temperature <= 22.77,64.55 < rainfall <= 94.87,,
291,2,2,1,0.0284,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 25.60,,,
292,2,2,0.7116818558409279,0.0158,humidity <= 60.26,K > 49.00,ph > 6.92,N > 37.00,P > 51.00,rainfall <= 94.87,temperature <= 25.60
293,2,2,0.9342105263157895,0.0312,humidity <= 60.26,K > 49.00,ph > 6.92,,,,
294,2,2,1,0.0272,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 22.77,,,
295,2,2,0.6643887623386484,0.0219,humidity <= 60.26,K > 49.00,N > 37.00,temperature <= 22.77,P > 28.00,64.55 < rainfall <= 94.87,ph > 6.43
296,2,2,0.7058823529411765,0.008,humidity <= 60.26,K > 49.00,N > 37.00,51.00 < P <= 68.00,64.55 < rainfall <= 94.87,temperature <= 28.56,ph > 6.92
297,2,2,1,0.0296,humidity <= 60.26,K > 49.00,ph > 6.92,temperature <= 22.77,,,
298,2,2,0.7934782608695652,0.0186,humidity <= 60.26,K > 49.00,N > 37.00,P > 51.00,64.55 < rainfall <= 94.87,temperature <= 22.77,ph > 6.92
299,2,2,0.697428139183056,0.0092,humidity <= 60.26,K > 49.00,N > 37.00,P > 68.00,rainfall <= 94.87,ph > 5.97,temperature <= 28.56
300,3,3,0.6374133949191686,0.0085,humidity <= 60.26,rainfall > 124.27,P > 51.00,temperature <= 22.77,20.00 < K <= 49.00,ph <= 6.43,
301,3,3,0.8305941845764855,0.0027,P > 68.00,humidity <= 60.26,rainfall > 94.87,K <= 20.00,temperature <= 22.77,N > 21.00,ph <= 6.43
302,3,3,0.6025073746312685,0.0079,humidity <= 60.26,ph <= 5.97,20.00 < K <= 32.00,P > 51.00,temperature <= 25.60,rainfall > 94.87,N > 21.00
303,3,3,0.7887755102040817,0.0002,humidity <= 60.26,rainfall > 124.27,P > 51.00,temperature <= 22.77,N > 37.00,K <= 20.00,ph <= 6.43
304,3,3,0.742014742014742,0.023,humidity <= 60.26,ph <= 5.97,K <= 20.00,temperature <= 22.77,P > 51.00,,
305,3,3,0.7061973986228003,0.0052,humidity <= 60.26,rainfall > 124.27,P > 51.00,K <= 32.00,temperature <= 22.77,N > 21.00,ph <= 6.43
306,3,3,0.5170842824601367,0.0213,humidity <= 60.26,ph <= 5.97,K <= 32.00,temperature <= 22.77,P > 51.00,N <= 37.00,rainfall <= 124.27
307,3,3,0.8032955715756952,0.0039,humidity <= 60.26,temperature <= 22.77,K <= 20.00,P > 68.00,rainfall > 94.87,N > 21.00,ph <= 5.97
308,3,3,0.6758793969849246,0.0095,humidity <= 60.26,rainfall > 124.27,P > 51.00,K <= 20.00,temperature <= 22.77,ph <= 6.43,
309,3,3,0.6982294072363356,0.0041,humidity <= 60.26,rainfall > 124.27,P > 51.00,temperature <= 22.77,20.00 < K <= 49.00,N > 21.00,ph <= 6.43
310,3,3,0.706605222734255,0.0077,humidity <= 60.26,rainfall > 124.27,P > 51.00,K <= 32.00,temperature <= 22.77,N > 21.00,ph <= 6.43
311,3,3,0.5793304221251819,0.0077,humidity <= 60.26,ph <= 5.97,P > 51.00,K <= 20.00,temperature <= 22.77,64.55 < rainfall <= 124.27,21.00 < N <= 37.00
312,3,3,0.8395833333333333,0.0033,P > 68.00,humidity <= 60.26,rainfall > 124.27,K <= 49.00,temperature <= 22.77,N > 21.00,ph <= 6.92
313,3,3,0.6789510985116939,0.0044,humidity <= 60.26,rainfall > 124.27,P > 51.00,temperature <= 22.77,20.00 < K <= 49.00,N > 21.00,ph <= 6.43
314,3,3,0.7121354656632173,0.0112,P > 68.00,humidity <= 60.26,K <= 32.00,temperature <= 22.77,64.55 < rainfall <= 124.27,ph <= 6.43,N <= 84.25
315,3,3,0.7102076124567474,0.0116,P > 68.00,humidity <= 60.26,K <= 32.00,temperature <= 22.77,64.55 < rainfall <= 124.27,N <= 37.00,
316,3,3,0.822429906542056,0.0029,P > 68.00,humidity <= 60.26,94.87 < rainfall <= 124.27,K <= 20.00,temperature <= 22.77,N > 21.00,ph <= 5.97
