,y_true,y_pred,precision,coverage,a0,a1,a2,a3
319,2,2,0.5566265060240964,0.0077,residual_sugar > 11.50,7.10 < fixed_acidity <= 10.40,density > 1.00,alcohol <= 11.00
236,0,1,0.5909785932721713,0.0077,7.55 < residual_sugar <= 11.50,fixed_acidity > 13.12,density <= 0.99,alcohol > 11.00
958,1,1,0.6693290734824281,0.0076,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,density > 1.00,alcohol > 11.00
729,0,0,0.7680798004987531,0.0076,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,residual_sugar > 7.55,density <= 0.99
424,1,1,0.859481582537517,0.0076,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density <= 1.00
3,2,1,0.6660412757973734,0.0076,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,1.00 < density <= 1.00,alcohol > 11.00
605,1,0,0.946236559139785,0.0075,4.10 < residual_sugar <= 7.55,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,density > 1.00
538,0,1,0.7517182130584192,0.0075,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,fixed_acidity > 13.12,density > 1.00
200,0,1,0.7670182166826462,0.0075,7.10 < fixed_acidity <= 10.40,residual_sugar <= 4.10,alcohol > 12.60,density <= 1.00
195,1,1,0.5260235947258848,0.0075,residual_sugar > 11.50,fixed_acidity <= 7.10,1.00 < density <= 1.00,alcohol > 11.00
863,2,2,0.8484848484848485,0.0074,alcohol <= 9.50,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,density <= 1.00
751,2,2,0.5275490816972768,0.0074,7.55 < residual_sugar <= 11.50,alcohol > 11.00,1.00 < density <= 1.00,fixed_acidity <= 7.10
435,2,1,0.5770491803278689,0.0074,10.40 < fixed_acidity <= 13.12,0.99 < density <= 1.00,alcohol > 12.60,residual_sugar <= 7.55
15,1,1,0.7546641791044776,0.0073,7.10 < fixed_acidity <= 10.40,density <= 1.00,alcohol > 12.60,residual_sugar <= 4.10
442,0,1,0.702002355712603,0.0072,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,1.00 < density <= 1.00,alcohol > 11.00
176,1,1,0.6606772633033863,0.0072,4.10 < residual_sugar <= 7.55,fixed_acidity > 10.40,alcohol > 12.60,density <= 0.99
151,2,1,0.880064829821718,0.0072,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density <= 1.00
125,1,1,0.5629405840886204,0.0072,alcohol <= 9.50,fixed_acidity <= 7.10,4.10 < residual_sugar <= 7.55,density > 1.00
703,1,1,0.630298273155416,0.0071,7.55 < residual_sugar <= 11.50,fixed_acidity > 13.12,alcohol > 11.00,density <= 0.99
439,1,2,0.48014440433212996,0.0071,1.00 < density <= 1.00,fixed_acidity <= 7.10,alcohol <= 12.60,4.10 < residual_sugar <= 7.55
956,1,1,0.7926136363636364,0.007,7.55 < residual_sugar <= 11.50,9.50 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density > 1.00
785,2,2,0.5409990574929312,0.007,7.55 < residual_sugar <= 11.50,alcohol > 11.00,fixed_acidity <= 7.10,0.99 < density <= 1.00
766,0,1,0.7527352297592997,0.007,10.40 < fixed_acidity <= 13.12,residual_sugar > 4.10,9.50 < alcohol <= 11.00,density > 1.00
548,2,0,0.8686006825938567,0.007,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,7.55 < residual_sugar <= 11.50,density <= 0.99
546,0,2,0.7294015611448396,0.007,1.00 < density <= 1.00,alcohol <= 11.00,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12
537,0,0,0.6632841328413284,0.007,alcohol > 11.00,residual_sugar <= 4.10,fixed_acidity > 13.12,density > 1.00
243,2,0,0.8891013384321224,0.007,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,7.55 < residual_sugar <= 11.50,density > 1.00
158,1,0,0.9104477611940298,0.007,alcohol > 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 0.99
468,0,1,0.5989208633093526,0.0069,alcohol <= 9.50,fixed_acidity <= 7.10,4.10 < residual_sugar <= 7.55,density <= 0.99
770,2,2,0.611633875106929,0.0068,9.50 < alcohol <= 11.00,fixed_acidity <= 7.10,4.10 < residual_sugar <= 11.50,density <= 0.99
572,2,0,0.6024279210925645,0.0068,alcohol > 11.00,7.10 < fixed_acidity <= 10.40,residual_sugar > 11.50,1.00 < density <= 1.00
542,0,1,0.8819875776397516,0.0068,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density <= 1.00
82,1,2,0.7152269399707174,0.0068,fixed_acidity > 13.12,alcohol > 12.60,residual_sugar <= 4.10,density <= 0.99
631,1,1,0.4762237762237762,0.0067,fixed_acidity <= 7.10,11.00 < alcohol <= 12.60,density <= 0.99,residual_sugar <= 4.10
517,2,2,0.7323026851098454,0.0067,alcohol > 12.60,fixed_acidity > 13.12,residual_sugar <= 4.10,density <= 0.99
179,0,2,0.42295839753466874,0.0067,residual_sugar > 7.55,density > 1.00,7.10 < fixed_acidity <= 10.40,9.50 < alcohol <= 11.00
58,1,0,0.8862275449101796,0.0067,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,7.55 < residual_sugar <= 11.50,density > 1.00
906,2,2,0.7208931419457735,0.0066,residual_sugar > 7.55,alcohol > 12.60,fixed_acidity > 13.12,1.00 < density <= 1.00
818,1,1,0.8248447204968944,0.0066,residual_sugar > 7.55,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,density <= 0.99
787,1,1,0.6519097222222222,0.0066,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,1.00 < density <= 1.00,alcohol > 11.00
528,2,0,0.6010603048376408,0.0066,alcohol > 11.00,7.10 < fixed_acidity <= 10.40,residual_sugar > 11.50,1.00 < density <= 1.00
145,0,0,0.9421487603305785,0.0066,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 1.00
969,2,2,0.740072202166065,0.0065,alcohol > 12.60,fixed_acidity > 13.12,residual_sugar <= 4.10,0.99 < density <= 1.00
679,1,0,0.9496402877697842,0.0065,alcohol > 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,1.00 < density <= 1.00
657,0,0,0.8836772983114447,0.0065,alcohol > 12.60,7.55 < residual_sugar <= 11.50,7.10 < fixed_acidity <= 10.40,density <= 0.99
495,2,2,0.5423105224429727,0.0065,residual_sugar > 11.50,7.10 < fixed_acidity <= 10.40,density <= 0.99,alcohol <= 11.00
523,1,1,0.5737100737100738,0.0064,alcohol <= 9.50,fixed_acidity <= 7.10,4.10 < residual_sugar <= 7.55,density > 1.00
505,0,2,0.8503184713375797,0.0064,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 10.40,density <= 0.99
490,2,1,0.7164605137963844,0.0064,residual_sugar > 11.50,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,density > 1.00
163,0,0,0.43707093821510296,0.0064,fixed_acidity <= 7.10,7.55 < residual_sugar <= 11.50,0.99 < density <= 1.00,alcohol <= 9.50
141,0,0,0.6155572176514585,0.0064,alcohol > 11.00,7.10 < fixed_acidity <= 10.40,residual_sugar > 11.50,1.00 < density <= 1.00
467,0,2,0.6351102941176471,0.0063,alcohol > 12.60,residual_sugar > 7.55,fixed_acidity <= 7.10,1.00 < density <= 1.00
344,1,1,0.800982800982801,0.0063,7.10 < fixed_acidity <= 10.40,residual_sugar <= 4.10,alcohol > 12.60,0.99 < density <= 1.00
62,2,2,0.7746883988494727,0.0063,alcohol <= 9.50,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,0.99 < density <= 1.00
921,2,2,0.6183320811419984,0.0062,residual_sugar > 11.50,9.50 < alcohol <= 11.00,7.10 < fixed_acidity <= 10.40,0.99 < density <= 1.00
522,1,0,0.9176201372997712,0.0062,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 1.00
207,2,2,0.7444551591128254,0.0062,alcohol > 12.60,fixed_acidity > 13.12,residual_sugar <= 4.10,density <= 0.99
36,2,2,0.7807394668959587,0.0062,alcohol <= 9.50,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,0.99 < density <= 1.00
847,0,2,0.8323207776427703,0.006,alcohol <= 9.50,4.10 < residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,density > 1.00
660,0,1,0.6204863669859986,0.006,alcohol <= 9.50,7.55 < residual_sugar <= 11.50,fixed_acidity > 10.40,1.00 < density <= 1.00
636,0,1,0.6385542168674698,0.006,fixed_acidity <= 10.40,0.99 < density <= 1.00,residual_sugar <= 4.10,alcohol > 12.60
466,2,2,0.7573604060913706,0.006,alcohol <= 9.50,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,density > 1.00
463,2,2,0.8573692551505546,0.006,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 10.40,1.00 < density <= 1.00
994,1,1,0.6290983606557377,0.0059,fixed_acidity <= 10.40,density <= 0.99,residual_sugar <= 4.10,alcohol > 12.60
955,2,0,0.4365024288688411,0.0059,7.55 < residual_sugar <= 11.50,fixed_acidity <= 7.10,0.99 < density <= 1.00,alcohol <= 9.50
803,1,1,0.7888493475682088,0.0059,residual_sugar > 11.50,alcohol <= 9.50,7.10 < fixed_acidity <= 13.12,density <= 0.99
180,0,0,0.8546603475513428,0.0059,alcohol > 12.60,7.55 < residual_sugar <= 11.50,density > 1.00,7.10 < fixed_acidity <= 10.40
49,1,1,0.6496062992125984,0.0059,4.10 < residual_sugar <= 7.55,fixed_acidity > 13.12,alcohol > 12.60,density <= 1.00
38,0,0,0.958139534883721,0.0059,alcohol > 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,1.00 < density <= 1.00
521,0,2,0.617624521072797,0.0058,alcohol > 12.60,residual_sugar > 7.55,fixed_acidity <= 7.10,0.99 < density <= 1.00
374,1,1,0.5523429710867398,0.0058,alcohol <= 9.50,fixed_acidity <= 7.10,4.10 < residual_sugar <= 7.55,density <= 0.99
594,1,2,0.6923076923076923,0.0057,residual_sugar > 7.55,alcohol > 12.60,fixed_acidity > 13.12,1.00 < density <= 1.00
91,1,1,0.5562579013906448,0.0057,alcohol <= 9.50,fixed_acidity <= 7.10,4.10 < residual_sugar <= 7.55,0.99 < density <= 1.00
30,2,1,0.5839616175462645,0.0056,alcohol <= 9.50,fixed_acidity <= 7.10,4.10 < residual_sugar <= 7.55,0.99 < density <= 1.00
851,0,1,0.5525291828793775,0.0055,alcohol <= 9.50,fixed_acidity <= 7.10,4.10 < residual_sugar <= 7.55,density <= 0.99
735,1,2,0.6157894736842106,0.0055,residual_sugar > 11.50,9.50 < alcohol <= 11.00,7.10 < fixed_acidity <= 10.40,0.99 < density <= 1.00
545,0,2,0.7808930425752856,0.0055,alcohol <= 9.50,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,density > 1.00
375,0,2,0.783175355450237,0.0055,alcohol <= 9.50,residual_sugar <= 4.10,7.10 < fixed_acidity <= 13.12,density > 1.00
936,0,0,0.7767653758542141,0.0054,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,residual_sugar > 7.55,1.00 < density <= 1.00
763,0,0,0.45241379310344826,0.0054,fixed_acidity <= 7.10,7.55 < residual_sugar <= 11.50,0.99 < density <= 1.00,alcohol <= 9.50
667,0,1,0.6463620981387479,0.0054,alcohol <= 9.50,7.55 < residual_sugar <= 11.50,fixed_acidity > 10.40,1.00 < density <= 1.00
418,0,1,0.6396835057821059,0.0054,4.10 < residual_sugar <= 7.55,fixed_acidity > 10.40,density <= 0.99,alcohol > 12.60
208,1,1,0.5899854862119013,0.0054,alcohol <= 9.50,fixed_acidity <= 7.10,4.10 < residual_sugar <= 7.55,density <= 0.99
690,0,1,0.6769078295341923,0.0053,residual_sugar > 11.50,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,1.00 < density <= 1.00
559,0,1,0.6458832933653078,0.0053,4.10 < residual_sugar <= 7.55,density <= 0.99,fixed_acidity > 10.40,alcohol > 12.60
713,0,1,0.5173913043478261,0.0051,residual_sugar > 11.50,fixed_acidity <= 7.10,0.99 < density <= 1.00,alcohol > 11.00
608,1,1,0.6101541251133273,0.0051,7.55 < residual_sugar <= 11.50,alcohol <= 9.50,fixed_acidity > 10.40,density <= 0.99
493,0,0,0.9523809523809523,0.0051,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 0.99
258,2,0,0.8864306784660767,0.0051,alcohol > 12.60,7.55 < residual_sugar <= 11.50,7.10 < fixed_acidity <= 10.40,0.99 < density <= 1.00
256,2,0,0.9758454106280193,0.0051,11.00 < alcohol <= 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 0.99
979,0,1,0.7465618860510805,0.005,11.00 < alcohol <= 12.60,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,density <= 1.00
573,1,0,0.8102815177478581,0.005,alcohol > 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 10.40,density <= 0.99
722,1,1,0.8337531486146096,0.0049,residual_sugar > 7.55,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,density > 1.00
307,0,0,0.44644549763033176,0.0049,7.55 < residual_sugar <= 11.50,fixed_acidity <= 7.10,1.00 < density <= 1.00,alcohol <= 9.50
846,2,2,0.7391304347826086,0.0048,fixed_acidity > 13.12,alcohol > 12.60,residual_sugar <= 4.10,1.00 < density <= 1.00
44,2,1,0.7174603174603175,0.0048,residual_sugar > 11.50,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,1.00 < density <= 1.00
502,2,1,0.4693446088794926,0.0047,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,density <= 0.99,residual_sugar <= 4.10
328,2,0,0.7776659959758552,0.0047,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,residual_sugar > 7.55,1.00 < density <= 1.00
323,0,2,0.6027397260273972,0.0047,residual_sugar > 11.50,9.50 < alcohol <= 11.00,7.10 < fixed_acidity <= 10.40,density <= 0.99
117,1,1,0.7240143369175627,0.0047,residual_sugar > 11.50,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,1.00 < density <= 1.00
684,2,1,0.6672694394213382,0.0046,4.10 < residual_sugar <= 7.55,fixed_acidity > 13.12,alcohol > 12.60,1.00 < density <= 1.00
613,1,0,0.447953216374269,0.0046,7.55 < residual_sugar <= 11.50,fixed_acidity <= 7.10,1.00 < density <= 1.00,alcohol <= 9.50
150,0,1,0.8562197092084006,0.0046,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density <= 0.99
283,2,2,0.597489539748954,0.0045,residual_sugar > 11.50,9.50 < alcohol <= 11.00,7.10 < fixed_acidity <= 10.40,0.99 < density <= 1.00
13,1,0,0.42638731596828994,0.0045,9.50 < alcohol <= 11.00,fixed_acidity <= 7.10,density > 1.00,residual_sugar > 11.50
185,1,0,0.9353099730458221,0.0044,4.10 < residual_sugar <= 7.55,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,density <= 0.99
364,0,0,0.44095038434661077,0.0043,7.55 < residual_sugar <= 11.50,fixed_acidity <= 7.10,1.00 < density <= 1.00,alcohol <= 9.50
829,1,1,0.5694849368318756,0.0042,alcohol <= 9.50,fixed_acidity <= 7.10,4.10 < residual_sugar <= 7.55,0.99 < density <= 1.00
896,1,1,0.6841155234657039,0.0041,residual_sugar > 11.50,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,1.00 < density <= 1.00
866,2,2,0.8663729809104258,0.0041,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,1.00 < density <= 1.00
634,1,1,0.7299893276414088,0.0041,7.55 < residual_sugar <= 11.50,9.50 < alcohol <= 11.00,7.10 < fixed_acidity <= 10.40,density > 1.00
70,2,0,0.4693106704438149,0.0041,fixed_acidity <= 7.10,7.55 < residual_sugar <= 11.50,density > 1.00,alcohol <= 9.50
755,2,2,0.9147005444646098,0.004,residual_sugar > 11.50,alcohol > 12.60,fixed_acidity > 13.12,density > 1.00
692,0,1,0.8712574850299402,0.004,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density <= 0.99
568,1,1,0.8515037593984962,0.004,residual_sugar > 7.55,alcohol <= 9.50,10.40 < fixed_acidity <= 13.12,1.00 < density <= 1.00
334,1,1,0.6951983298538622,0.004,residual_sugar > 11.50,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,density > 1.00
725,0,0,0.9272349272349273,0.0039,alcohol > 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 0.99
554,2,1,0.8886792452830189,0.0039,7.55 < residual_sugar <= 11.50,11.00 < alcohol <= 12.60,7.10 < fixed_acidity <= 10.40,density > 1.00
473,2,2,0.8747346072186837,0.0039,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 1.00
381,0,0,0.7941653160453809,0.0039,alcohol > 12.60,7.10 < fixed_acidity <= 10.40,residual_sugar > 7.55,1.00 < density <= 1.00
161,1,2,0.8494897959183674,0.0039,alcohol <= 9.50,4.10 < residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,density <= 0.99
911,0,1,0.7411652340019103,0.0038,7.10 < fixed_acidity <= 10.40,density <= 0.99,residual_sugar <= 4.10,alcohol > 12.60
646,0,0,0.5818181818181818,0.0038,alcohol > 12.60,7.55 < residual_sugar <= 11.50,1.00 < density <= 1.00,7.10 < fixed_acidity <= 13.12
89,2,1,0.6452576549663929,0.0038,fixed_acidity <= 10.40,density > 1.00,residual_sugar <= 4.10,alcohol > 12.60
563,1,2,0.6031496062992125,0.0037,residual_sugar > 11.50,9.50 < alcohol <= 11.00,7.10 < fixed_acidity <= 10.40,1.00 < density <= 1.00
85,1,1,0.7307692307692307,0.0037,residual_sugar > 11.50,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,density <= 0.99
39,0,1,0.542192046556741,0.0037,residual_sugar > 11.50,fixed_acidity <= 7.10,density <= 0.99,alcohol > 11.00
681,0,1,0.6894889103182257,0.0036,residual_sugar > 11.50,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,density > 1.00
598,2,1,0.467778620166793,0.0036,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,density > 1.00,residual_sugar <= 4.10
527,0,1,0.4544270833333333,0.0036,fixed_acidity <= 7.10,11.00 < alcohol <= 12.60,0.99 < density <= 1.00,residual_sugar <= 4.10
954,1,1,0.7680872150644202,0.0035,7.10 < fixed_acidity <= 10.40,residual_sugar <= 4.10,alcohol > 12.60,density > 1.00
390,1,1,0.7418032786885246,0.0035,7.10 < fixed_acidity <= 10.40,0.99 < density <= 1.00,alcohol > 12.60,residual_sugar <= 4.10
202,2,2,0.6256544502617801,0.0035,residual_sugar > 11.50,9.50 < alcohol <= 11.00,7.10 < fixed_acidity <= 10.40,density <= 0.99
989,0,0,0.4069767441860465,0.0034,9.50 < alcohol <= 11.00,fixed_acidity <= 7.10,1.00 < density <= 1.00,residual_sugar > 11.50
752,1,1,0.7194860813704497,0.0034,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,11.00 < alcohol <= 12.60,0.99 < density <= 1.00
357,0,2,0.8874388254486134,0.0034,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 0.99
991,0,2,0.8694158075601375,0.0033,9.50 < alcohol <= 11.00,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density <= 0.99
697,0,2,0.8681818181818182,0.0033,alcohol <= 9.50,4.10 < residual_sugar <= 7.55,10.40 < fixed_acidity <= 13.12,density <= 0.99
72,1,1,0.730909090909091,0.0032,residual_sugar > 11.50,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,density <= 0.99
999,0,2,0.6059763724808895,0.0031,residual_sugar > 11.50,9.50 < alcohol <= 11.00,density <= 0.99,7.10 < fixed_acidity <= 10.40
814,2,0,0.9516129032258065,0.0031,alcohol > 12.60,4.10 < residual_sugar <= 7.55,fixed_acidity <= 7.10,density > 1.00
172,1,1,0.7791798107255521,0.0031,7.10 < fixed_acidity <= 10.40,density <= 0.99,residual_sugar <= 4.10,alcohol > 12.60
696,1,1,0.6447709593777009,0.0029,fixed_acidity > 13.12,4.10 < residual_sugar <= 7.55,1.00 < density <= 1.00,alcohol > 12.60
405,0,0,0.44409199048374304,0.0029,fixed_acidity <= 7.10,7.55 < residual_sugar <= 11.50,density > 1.00,alcohol <= 9.50
26,0,1,0.723953695458593,0.0029,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,11.00 < alcohol <= 12.60,0.99 < density <= 1.00
892,1,1,0.7190635451505016,0.0028,residual_sugar > 11.50,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,density <= 0.99
8,1,1,0.678752107925801,0.0028,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,density <= 0.99,alcohol > 11.00
565,1,2,0.8532763532763533,0.0027,alcohol <= 9.50,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,0.99 < density <= 1.00
347,1,2,0.8695652173913043,0.0026,alcohol <= 9.50,residual_sugar <= 4.10,10.40 < fixed_acidity <= 13.12,0.99 < density <= 1.00
73,0,0,0.4108804581245526,0.0025,9.50 < alcohol <= 11.00,1.00 < density <= 1.00,fixed_acidity <= 7.10,residual_sugar > 11.50
512,2,2,0.5855487389229721,0.0024,residual_sugar > 11.50,density > 1.00,9.50 < alcohol <= 11.00,7.10 < fixed_acidity <= 10.40
908,1,1,0.5517711171662125,0.0023,fixed_acidity <= 7.10,residual_sugar <= 4.10,alcohol > 12.60,density > 1.00
887,1,1,0.7457627118644068,0.0023,7.10 < fixed_acidity <= 10.40,1.00 < density <= 1.00,residual_sugar <= 4.10,alcohol > 12.60
28,1,1,0.7645502645502645,0.0023,7.55 < residual_sugar <= 11.50,9.50 < alcohol <= 11.00,7.10 < fixed_acidity <= 10.40,0.99 < density <= 1.00
941,2,1,0.6728723404255319,0.0021,residual_sugar > 11.50,11.00 < alcohol <= 12.60,fixed_acidity <= 7.10,0.99 < density <= 1.00
714,2,2,0.6199233716475095,0.0019,residual_sugar > 11.50,9.50 < alcohol <= 11.00,7.10 < fixed_acidity <= 10.40,density > 1.00
678,2,1,0.7289156626506024,0.0017,11.00 < alcohol <= 12.60,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,density <= 0.99
741,0,1,0.7246127366609294,0.0016,10.40 < fixed_acidity <= 13.12,4.10 < residual_sugar <= 7.55,11.00 < alcohol <= 12.60,1.00 < density <= 1.00
